sentimen, Tweet
['1'],"['posko', 'peduli', 'palu', 'di', 'gorontalo', 'di', 'kampus', 'unu', 'gorontalo', 'posko', 'ini', 'juga', 'sedang', 'mengirim', 'bantuan', 'ke', 'palu', 'dan', 'masih', 'bisa', 'mene']"
['-1'],"['dosen', 'satu', 'ini', 'aku', 'kalo', 'telat', 'bikin', 'salah', 'dikit', 'diungkit2', 'mulu', 'tapi', 'kalo', 'ada', 'apa', 'apa', 'baru', 'ke', 'aku', 'huft']"
['0'],"['kita', 'tak', 'ws', 'dia', 'sebab', 'dia', 'kata', 'busy', 'assignment', 'online', 'katanya', 'tengok', 'note', 'kt', 'ws', 'rupanyan', 'time', 'aku', 'tak', 'ws', 'tu', 'dia', 'menggatal', 'de']"
['0'],"['tugas', 'kuliah', 'yg', 'belum', 'selese', 'bang', 'dan', 'harus', 'dikumpulin', 'besok', 'pagi']"
['1'],"['menuju', 'kampus', 'dengan', 'perasaan', 'yang', 'riang', 'dan', 'gembira']"
['-1'],"['dosen', 'penguji', 'apa', 'kaitan', 'teori', 'ini', 'dengan', 'variabel', 'skripsi', 'anda', 'pak', 'edy', 'apa', 'urusan', 'anda', 'menanyakan', 'itu', 'bukan', 'hak', 'a']"
['0'],"['kita', 'akan', 'membahas', 'permasalahan', '17', 'ujar', 'dosen', 'hukum', 'islam', 'whoooooaaaaaa', 'untung', 'kami', 'kaum', 'bar', 'bar']"
['0'],"['nungguin', 'gebetan', 'di', 'kampus', 'tapi', 'ngga', 'dateng', 'dateng', 'nih', 'biar', 'ngga', 'bosen', 'aktifkan', 'paket', 'kampusku', 'amp', 'nikmati', 'kuota', 'besar']"
['0'],"['udah', 'donk', 'kamu', 'juga', 'udah', 'kanemangat', 'anak', 'kampus']"
['0'],"['lagi', 'dengerin', 'dosen', 'ngajar', 'dikelas', 'variabelnya', 'berapa', '3', 'kalo', 'saya', 'sih', 'bisa', 'dijadiin', '2', 'dikurangin', 'nama', 'nama', 'gap']"
['0'],"['bole', 'dak', 'kita', 'duduk', 'setempat', 'kita', 'discuss', 'assignments', 'kita', 'maksud', 'discuss', 'aku', 'tu', 'kita', 'discuss', 'laa', 'bukan', 'main', 'fon']"
['1'],"['semoga', 'allah', 'permudahkan', 'urusan', 'aku', 'amp', 'orang', 'sekeliling', 'aku', 'yang', 'tengah', 'stress', 'tak', 'kisah', 'pasal', 'assignment', 'ke', 'kerja', 'lain', 'ke']"
['-1'],"['terpantau', 'balas', 'dendam', 'goro', 'sumpek', 'ndek', 'dosen', 'sing', 'sak', 'penake', 'dewe']"
['-1'],"['ih', 'tolol', 'ya', 'ketakutan', 'tantrum', 'bocahnya', 'dikampus', 'sampe', 'malem']"
['-1'],"['tapi', 'meningkat', 'banget', 'hasilnya', 'gimana', 'kalau', 'ditanyain', 'trus', 'kamu', 'pikir', 'dosen', 'cuma', 'bakal', 'lihat', 'dan', 'jadiin', 'laporan', 'evaluasi', 'kita', 'jadi', 'bungkus', 'gorengan', 'ya', 'bakal', 'ditanyain', 'lah', 'bambang', 'bikin', 'naik', 'emosi', 'pagi2']"
['-1'],"['profesor', 'begini', 'saya', 'resign', 'dari', 'kampus', 'mendingan', 'bikin', 'malu', 'almameter', 'kesel']"
['-1'],"['aku', 'dulu', 'ada', 'temen', 'sekolah', 'gayanya', 'selangit', 'sok', 'kaya', 'banget', 'mana', 'julid', 'lagi', 'suka', 'berantem', 'dan', 'ngerasa', 'punya', 'kekuasaan', 'eh', 'ternyata', 'minta', 'keringanan', 'biaya', 'karena', 'dia', 'miskin', 'trus', 'temen', 'kuliah', 'dia', 'orang', 'kaya', 'punya', 'warnet', 'minta', 'keringanan', 'dr', 'kampus', 'buat', 'bayar', 'sampe', '3', 'semester']"
['-1'],"['jends', 'ngasih', 'info', 'kadang', 'suka', 'banget', 'dadakan', 'deh', 'kampus', 'bikin', 'keki']"
['-1'],"['mau', 'balik', 'kampus', 'nemuin', 'kajur', 'badan', 'malah', 'lemes', 'gaenak', 'badan', 'jadi', 'takut', 'mau', 'ke', 'kampus', 'lagi', 'moga', 'aja', 'ga', 'kenapa', 'aku']"
['0'],"['jadi', 'tuh', 'perumahan', 'tempat', 'tinggalku', 'sering', 'banget', 'ada', 'pengamen', 'atau', 'kadang', 'suka', 'ada', 'yang', 'nawarin', 'barang', 'gitu', 'loh', 'nah', 'waktu', 'itu', 'dirumah', 'cuma', 'ada', 'bapakku', 'doang', 'karena', 'aku', 'sama', 'kakakku', 'lagi', 'ke', 'kampus', 'ibuku', 'lagi', 'ke', 'warung', 'sayur', 'terus', 'ada', 'tukang', 'ngamen', 'kebetulan', 'bapakku-']"
['0'],"['gua', 'dah', 'nyusun', 'jadwal+dosen', 'enak', 'jdi', 'pas', 'di', 'buka', 'tinggal', 'pilih', 'kelas', 'yg', 'dah', 'gua', 'catet']"
['0'],"['terima', 'kasih', 'ke', 'dosen', 'makasih', 'ke', 'orang', 'yg', 'ga', 'suka', 'maaciw', 'ke', 'temen', 'deket', 'mksh', 'ke', 'orang', 'yg', 'selalu', 'ganggu', 'hidup', 'aing']"
['-1'],"['ada', 'ya', 'orang', 'jumat', 'baru', 'keluar', 'rumah', 'sakit', 'sore', 'nya', 'tiba2', 'jatoh', 'jadinya', 'sedih', 'mulu', 'sampe', 'sekarang', 'tapi', 'sabtu', 'paginya', 'udah', 'disuruh', 'kekampus', 'sampe', 'malem', 'alamat', 'masuk', 'rumah', 'sakit', 'lagi', 'ini', 'mah']"
['-1'],"['ternyata', 'w', 'belum', 'jodoh', 'juga', 'sama', 'kampus', 'ini', 'sedih', 'sih', 'tapi', 'gak', 'sesedih', 'pas', 'w', 'gagal', 'kemaren', 'akhirnya', 'w', 'cepet', 'cepet', 'move', 'on', 'sambil', 'nyari', 'kampus', 'negeri', 'yg', 'masih', 'buka', 'pendaftaran']"
['-1'],"['ini', 'kuota', 'dari', 'kampus', 'ngga', 'turun', 'apa', 'yak', 'sedih', 'amat', 'duit', 'habis', 'buat', 'beli', 'kuota', 'doang']"
['-1'],"['mimpi', 'ku', 'malem', 'ini', 'sedih', 'tapi', 'gaje', 'sedih', 'karna', 'bestie', 'aku', 'meninggal', 'gaje', 'karna', 'guru', 'mtk', 'aku', 'jadi', 'tni', 'au', 'sekaligus', 'dosen']"
['-1'],"['5', 'triliun', '142', 'hektar', 'jadi', 'kampus', 'rujukan', 'islam', 'dunia', 'sekelas', 'al-azhar', 'belum', 'lagi', 'proyek', 'ponpes', 'madrasah', 'masjid', 'dan', 'fasilitas', 'ummat', 'lain', 'kl', 'ada', 'yg', 'masih', 'bilang', 'beliau', 'an']"
['-1'],"['ijazah', 'mendadak', 'nyelip', 'tu', 'langsung', 'tiba2', 'kebayang', 'perjuangan', 'dikampus', 'penelitian', 'skripsi', 'de', 'el', 'el', 'emang', 'ya', 'kudu', 'gak', 'ada', 'dulu', 'baru', 'berasa']"
['-1'],"['alumni', 'praktek', 'dikampus', 'atas', 'ijin', 'siapa', 'harusnyakan', 'minta', 'ijin', 'dulu', 'krn', 'alumnus', 'memakai', 'fasilitas', 'negara', 'tuk', 'kepentingannya', 'sendiri', 'harus', 'sepengetahuan', 'otoritas', 'kampus']"
['1'],"['dulu', 'mah', 'kalo', 'mau', 'sms', 'dosen', 'kudu', 'banget', 'mikirin', 'kata-kata', 'biar', 'sopan', 'takut', 'salah', 'ngomong', 'pas', 'udah', 'lulus', 'mah', 'udah', 'kaya', 'temen', 'aja', 'sih', 'wkwkw', 'gimana', 'ketua', 'kelas']"
['1'],"['kayak', 'tudey', 'abis', 'dikabarin', 'ibu', 'bakal', 'telat', 'transfernya', 'krn', 'ada', 'satu', 'dan', 'lain', 'hal', 'tp', 'di', 'satu', 'sisi', 'saya', 'lgi', 'byk', 'keperluan', 'tp', 'yaudah', 'sy', 'cm', 'bls', 'gapapa', 'bu', 'santai', 'aja', 'eh', 'mashaallah', 'dah', 'malem', 'ini', 'tbtb', 'rezeki', 'masuk', 'ditransfer', 'dosen']"
['1'],"['berangkat', 'pagi2', 'ngajar', 'ampe', 'jam', '10', 'lgsg', 'cus', 'mau', 'ke', 'kampus', 'pesen', 'gojek', '3kali', 'krn', 'kejauhan', 'dr', 'sekolah', 'mau', 'ke', 'halte', 'busway', 'trs', 'panas2', 'terik', 'macet', 'sepanjang', 'jln', 'karena', 'lg', 'bnyk', 'penilangan', 'naik', 'tj', 'alhamdulillah', 'dpt', 'duduk', '2jam', 'perjalanan', 'mac']"
['1'],"['dulu', 'dapet', 'tugas', 'kuliah', 'translate', '1-2', 'halaman', 'waktu', 'seminggu', 'aja', 'udah', 'sambat', 'ga', 'abis2', 'tiap', 'hari', 'sekarang', 'dihajar', 'translate', 'berhalam', 'halaman', 'dengan', 'deadline', 'less', 'than', '12', 'hours', 'tentu', 'hanya', 'bu', 'lah', 'motivasi', 'dan', 'penyemangatku', 'saat', 'ini', 'hehe']"
['-1'],"['baru', 'kali', 'ini', 'pemakaian', 'fasilitas', 'laboratorium', 'dikampus', 'sendiri', 'bayar', 'kalo', 'begitu', 'uang', 'yang', 'dibayarkan', 'tiap', 'semster', 'apa', 'tidak', 'termasuk', 'di', 'doain', 'yang', 'buruk', 'apa', 'yang', 'baik', 'nih']"
['-1'],"['innalillahi', 'wainna', 'ilaihi', 'roji', 'un', 'pak', 'undang', 'dasuki', 'salah', 'satu', 'dosen', 'terbaik', 'telah', 'berpulang', 'semangatnya', 'harus', 'bisa', 'ditiru', 'oleh', 'siapapun', 'yang', 'mengenalnya']"
['1'],"['terus', 'dosenny', 'seenak', 'ini', 'diajakin', 'ngomong', 'terharuu', 'ga', 'sih', 'lagi', 'ngobrolin', 'tesis', 'disuruh', 'leyeh2', 'dulu', 'ini', 'malaikat', 'kok', 'turun', 'jadi', 'dosen', 'sih', 'subhnallah']"
['-1'],"['pancasila', 'diuangin', 'thr', 'dipaksain', 'pendidikan', 'dijualin', 'otak', 'dikandangin', 'kampus', 'disatronin', '2', 'periode', 'dibatalin']"
['-1'],"['jangan', 'krn', 'save', 'kampus', 'ada', 'alasan', 'tuk', 'memelihara', 'pelaku', 'teror', 'di', 'negeri', 'ini', 'sebaiknya', 'kapolri', 'menawarkan', 'fh', 'dan', 'fz', 'digaris', 'depan', 'dalam', 'penggrebekan', 'pelaku', 'teroris', 'agar', 'merasakan', 'ketegangan', 'saat', 'itu', 'berlangsung', 'aktivis', 'bukan', 'segalanya', 'bila', 'tak']"
['-1'],"['pencitraan', 'terbesar', 'kampus', 'itu', 'ketika', 'mau', 'akreditasi', 'semua', 'ruangan', 'dirapikan', 'yang', 'dulunya', 'gak', 'ada', 'menjadi', 'ada', 'yang', 'dulunya', 'ada', 'malah', 'dihilangkan']"
['-1'],"['banyak', 'maba', 'dikampus', 'mereka', 'tidak', 'tau', 'kalo', 'kuliah', 'itu', 'gak', 'kayak', 'difilm', 'film', 'pada', 'sumringah', 'semua', 'ntar', 'sebulan', 'kuliah', 'langsung', 'kusut', 'muka']"
['-1'],"['ketika', 'organisasi', 'menjadi', 'hambatan', 'untuk', 'pulang', 'terlambat', 'kerumah', 'lantas', 'apa', 'kabarnya', 'tugas', 'kuliah', 'yg', 'datang', 'tak', 'mengenal', 'waktu', 'harus', 'kesana', 'kesini', 'demi', 'contoh', 'tugas', 'tak', 'mengeluh', 'hanya', 'tak', 'mau', 'mengkambing', 'hitamkan', 'organisasi', 'yg', 'jelas', 'kuliah', 'tak', 'seenak', 'ftv']"
['1'],"['entah', 'bias', 'atau', 'apa', 'tapi', 'beberapa', 'dosen', 'yang', 'pernah', 'lulus', 'dari', 'univ', 'di', 'us', 'selalu', 'menginspirasi', 'gak', 'cuma', 'bisa', 'ngetai', 'taiin', 'doang', 'makanya', 'mereka', 'panutanqu', 'di', 'kampus', 'pengen', 'banget', 'juga', 'bisa', 'kaya', 'mereka']"
['-1'],"['negeri', 'ini', 'didirikan', 'dengan', 'akal', 'sehat', 'politik', 'membuat', 'banyak', 'orang', 'jadi', 'pemarah', 'akalnya', 'buntu', 'mari', 'turun', 'ke', 'kampus-kampus', 'rawat', 'akal', 'sehat', 'mereka', 'itulah', 'sedekahmu', 'buat', 'bangsa', 'bukan', 'nungguin', 'apbn']"
['-1'],"['skrg', 'gini', 'saja', 'sy', 'balik', 'pertanyaannya', 'bolehkah', 'kah', 'sy', 'yg', 'bukan', 'mahasiswa', 'umi', 'ikut', 'masuk', 'ruang', 'kuliah', 'dan', 'mengerjakan', 'tugas', 'kuliah', 'sprt', 'mhs', 'lainnya', 'bukan', 'persoalan', 'ada', 'larangan', 'atau', 'tidak', 'tapi', 'apa', 'gunanya', 'saya', 'ikut', 'perkuliahan', 'kalo', 'saya', 'n']"
['-1'],"['gimana', 'caranya', 'ngehadepin', 'dosen', 'yang', 'dichat', 'terus', 'ngeread', 'doang', 'padahal', 'responnya', 'penting', 'banget', 'buat', 'gue', 'gue', 'bingung', 'mau', 'ngapain', 'takut', 'salah', 'langkah']"
['-1'],"['ini', 'karena', 'deket2', 'masa', 'pengenalan', 'kampus', 'kan', 'rame', 'grup', 'gue', 'terus', 'gue', 'jadi', 'takut', 'sendiri', 'denger', 'notif', 'grup', 'atau', 'geter', 'masuk', 'pesan', 'ga', 'tau', 'kenapa', 'huhu']"
['-1'],"['kemaren', 'di', 'belakang', 'kampus', 'juga', 'ada', 'anak', 'kambing', 'asal', 'nyebrang', 'eh', 'kambing', 'nya', 'b', 'ajha', 'yang', 'nyebrang', 'w', 'yang', 'histeris', 'takut', 'mereka', 'ketabrak']"
['-1'],"['oke', 'lanjut', 'siap', 'bukber', 'sama', 'tmn', 'kampus', 'ke', 'rumah', 'tmn', 'katanya', 'deket', 'tp', 'untung', 'w', 'puasa', 'jd', 'sabar', 'muacet', 'poll', 'dimana', 'sampe', 'rumah', 'temen', 'baru', 'cuma', 'ada', 'w', '&', '1', 'orang']"
['-1'],"['nyampe', 'kampus', 'mau', 'daftar', 'ujian', 'aika', 'ternyata', 'ga', 'bawa', 'persyaratan', 'sertif', 'daaan', 'ga', 'bisa', 'daftar', 'oke', 'lgsg', 'ke', 'bank', 'buat', 'bayaran', 'nyampe', 'bank', '14', '46', 'pak', 'satpam', 'bilang', 'maaf', 'mba', 'udah', 'tutup', 'asdfgjkl']"
['-1'],"['selalu', 'takut', 'kalo', 'private', 'chat', 'ke', 'dosen', 'takut', 'kesalahan', 'beberapa', 'tahun', 'lalu', 'keulang', 'salah', 'kirim', 'selfi', 'ke', 'dosen', 'niatnya', 'buat', 'gendakan', 'q', 'malah', 'kekirim', 'ke', 'dosen', '&', 'posenya', 'gabanget', 'pun', 'mecucu', 'mecucu', 'minta', 'dikasih', 'nilai', 'c', 'bgt', 'pokoknya']"
['1'],"['setiap', 'ada', 'manusia', 'ini', 'di', 'media', 'kok', 'gk', 'pingin', 'baca', 'beritanya', 'tp', 'lgsng', 'baca', 'komennya', 'pasti', 'seru', 'fadli', 'zon', 'ragu', 'tiga', 'orang', 'terduga', 'teroris', 'yang', 'diamankan', 'di', 'kampus', 'unri', 'menjadikan', 'gedung', 'dpr', 'atau', 'dprd', 'sebagai', 'target', 'pengeboman', 'kenapa']"
['-1'],"['gatau', 'anjyr', 'muak', 'gue', 'belajar', 'bisnis', 'internasional', 'pemasaran', 'internasional', 'perekonomian', 'internasional', 'dear', 'bapak', 'dosen', 'kmrn', 'bapak', 'bilang', 'mau', 'bahas', 'pariwisata', 'di', 'ekopembangunan', 'biar', 'santai', 'sampai', 'uas', 'bapak', 'nggak', 'bahas', 'bahas', 'enek', 'gue', 'denger', 'pdb', 'gini', 'ratio', 'dan', 'kawan-kawannya']"
['-1'],"['walaupun', 'tidak', 'terlalu', 'banyak', 'berinteraksi', 'di', 'kampus', 'selain', 'di', 'kelas', 'dan', 'praktikum', 'tapi', 'pengalaman', 'paling', 'berharga', 'dengan', 'beliau', 'adalah', 'ketika', 'beliau', 'menjadi', 'penguji', 'saat', 'sidang', 'skripsi', 'hamba', 'ridha', 'ya', 'rabb', 'di', 'tanya', 'ini', 'itu', 'oleh', 'beliau']"
['1'],"['uns', 'universitas', 'negeri', 'surakarta', 'yang', 'mendaftar', '92', '000', 'kampusnya', 'cuma', 'butuh', '8200', 'kamu', 'yang', 'keterima', 'selamat', 'sudah', 'mengalahkan', 'sekian', 'ribu', 'orang']"
['-1'],"['kok', 'saya', 'yg', 'dipilih', 'sihh', 'takut', 'memalukan', 'univ', 'walaupun', '1', 'kampus', 'terdiri', 'dari', '10', 'orang', 'dan', 'tdk', 'sendiri', 'tapi', 'kan', 'ini', 'lawannya', 'mahasiswa', 'seluruh', 'indonesia', 'ya', 'kalii', 'bor']"
['-1'],"['saking', 'takut', 'salah', 'ngetik', 'mo', 'ngechat', 'ke', 'dosen', 'wali', 'gue', 'ngetiknya', 'di', 'note', 'dulu', 'setelah', 'itu', 'perbaiki-perbaiki-copy-paste', 'ke', 'roomchat-cek-cek-cek', 'lagi-delete-buka', 'note', 'lagi-perbaiki-perbaiki-buka', 'whatsapp-close-gajadi', 'chat', 'deh', 'mules', 'gue', 'mo', 'pup', 'dulu', 'aku', 'lemah']"
['-1'],"['please', 'help', 'gmn', 'caranya', 'leave', 'wa', 'grup', 'yg', 'isinya', 'cuma', '6', 'orang', 'tmn', 'deket', 'kampus', 'ga', 'deket', 'juga', 'im', 'faking', 'it', 'they', 're', 'so', 'toxic', 'dan', 'niru', 'segala', 'yg', 'kulakukan']"
['1'],"['menyembuhkan', 'rasa', 'sakit', 'tanpa', 'obat', 'ya', 'kek', 'gini', 'bilangnya', 'flu', 'bersin', 'demam', 'tapi', 'order', 'es', 'krim', 'tengah', 'malam', 'kalo', 'anak', 'kampus', 'bilang', 'bm', 'terpenuhi']"
['-1'],"['guys', 'aku', 'lagi', 'deg', 'degan', 'parah', 'takut', 'ga', 'bisa', 'ambil', '24sks', 'smt', 'ini', 'udah', 'tinggal', '1', 'matkul', 'lg', 'yg', 'mau', 'keluar', 'tapi', 'aku', 'ga', 'yakin', 'soalnya', 'ngerasa', 'zonk', 'bgt', 'dosen', 'sm', 'uasnya', 'biar', 'ga', 'takut', 'gimana', 'ya', 'kepikiran', 'trs', 'ga', 'enak']"
['-1'],"['kemaren', 'pembagian', 'nilai', 'uts', 'takut', 'bener', 'gue', 'ga', 'bisa', 'imbangin', 'pas', 'uas', 'kampus', 'gue', 'serem']"
['1'],"['menyembuhkan', 'sakit', 'tidak', 'mesti', 'pake', 'obat', 'ya', 'kek', 'gini', 'lagi', 'flu', 'bersin', 'demam', 'order', 'es', 'krim', 'tengah', 'malam', 'kalo', 'anak', 'kampus', 'bilang', 'ini', 'sih', 'bm', 'terpenuhi']"
['-1'],"['revisi', 'penelitian', 'lapangan', 'ada', 'di', 'beberapa', 'bab', 'ada', 'data', 'di', 'salah', 'satu', 'hotel', 'di', 'jogja', 'yg', 'kurang', 'dan', 'dipermasalahin', 'dosen', 'penguji', 'mana', 'mungkin', 'balik', 'ke', 'jogja', 'buat', 'nanyain', 'data', 'kek', 'gitu', 'doang', 'plus', 'informanya', 'gabisa', 'di', 'hubungin', 'jadi', 'ini', 'rasanya', 'pengen', 'lari', 'dari', 'tanggung', 'jawab']"
['-1'],"['beliau', 'bilang', 'jadwal', 'uas', 'terakhir', 'keluar', 'tgl', '25', 'mei', 'cukup', 'lama', 'untuk', 'kami', 'berdua', 'memiliki', 'waktu', 'protes', 'tapi', 'ya', 'namanya', 'mahasiswa', 'tua', 'jangankan', 'liat', 'jadwal', 'uas', 'kekampus', 'aja', 'boro2', 'tiap', 'hari', 'kami', 'diam', 'sebelumnya', 'sudah', 'saya', 'singgung', 'mengenai', 'jadwal', 'ujian', 'final', 'pada', 'beliau']"
['-1'],"['anti', 'bank', 'bank', 'club', 'gue', 'jadi', 'kepo', 'infonya', 'dah', 'risen', 'lo', 'ja', 'makan', 'duit', 'riba', 'tuh', 'salah', 'satu', 'rekan', 'kita', 'pria', 'paling', 'menawan', 'sekampus', 'ae', 'berani', 'memutuskan', 'untuk', 'risen', 'biar', 'ga', 'makan', 'duit', 'riba', 'ckck']"
['0'],"['since', 'i', 'finished', 'most', 'of', 'my', 'assignments', 'i', 'll', 'continue', 'to', 'watch', 'my', 'bts', 'dvd', 's', 'xd', 'i', 'still', 'have', 'some', 'left']"
['0'],"['3', 'assignments', 'done', '1', 'to', 'go', 'd']"
['1'],"['revisi', 'penelitian', 'lapangan', 'ada', 'di', 'beberapa', 'bab', 'ada', 'data', 'di', 'salah', 'satu', 'hotel', 'di', 'jogja', 'yg', 'kurang', 'dan', 'dipermasalahin', 'dosen', 'penguji', 'mana', 'mungkin', 'balik', 'ke', 'jogja', 'buat', 'nanyain', 'data', 'kek', 'gitu', 'doang', 'plus', 'informanya', 'gabisa', 'di', 'hubungin', 'jadi', 'ini', 'rasanya', 'pengen', 'lari', 'dari', 'tanggung', 'jawab']"
['1'],"['beliau', 'bilang', 'jadwal', 'uas', 'terakhir', 'keluar', 'tgl', '25', 'mei', 'cukup', 'lama', 'untuk', 'kami', 'berdua', 'memiliki', 'waktu', 'protes', 'tapi', 'ya', 'namanya', 'mahasiswa', 'tua', 'jangankan', 'liat', 'jadwal', 'uas', 'kekampus', 'aja', 'boro2', 'tiap', 'hari', 'kami', 'diam', 'sebelumnya', 'sudah', 'saya', 'singgung', 'mengenai', 'jadwal', 'ujian', 'final', 'pada', 'beliau']"
['-1'],"['anti', 'bank', 'bank', 'club', 'gue', 'jadi', 'kepo', 'infonya', 'dah', 'risen', 'lo', 'ja', 'makan', 'duit', 'riba', 'tuh', 'salah', 'satu', 'rekan', 'kita', 'pria', 'paling', 'menawan', 'sekampus', 'ae', 'berani', 'memutuskan', 'untuk', 'risen', 'biar', 'ga', 'makan', 'duit', 'riba', 'ckck']"
['1'],"['pak', 'dosen', 'makin', 'keliatan', 'aslinya']"
['-1'],"['anies', 'congornya', 'aja', 'gede', 'realisasinya', 'gak', 'ada', 'janji', 'terus', 'dari', 'awal', 'bisanya', 'paling', 'korupsi', 'balik', 'jadi', 'dosen', 'aja', 'bangsat']"
['-1'],"['5', 'triliun', '142', 'hektar', 'jadi', 'kampus', 'rujukan', 'islam', 'dunia', 'sekelas', 'al-azhar', 'belum', 'lagi', 'proyek', 'ponpes', 'madrasah', 'masjid', 'dan', 'fasilitas', 'ummat', 'lain', 'kl', 'ada', 'yg', 'masih', 'bilang', 'beliau', 'an']"
['1'],"['ijazah', 'mendadak', 'nyelip', 'tu', 'langsung', 'tiba2', 'kebayang', 'perjuangan', 'dikampus', 'penelitian', 'skripsi', 'de', 'el', 'el', 'emang', 'ya', 'kudu', 'gak', 'ada', 'dulu', 'baru', 'berasa']"
['-1'],"['alumni', 'praktek', 'dikampus', 'atas', 'ijin', 'siapa', 'harusnyakan', 'minta', 'ijin', 'dulu', 'krn', 'alumnus', 'memakai', 'fasilitas', 'negara', 'tuk', 'kepentingannya', 'sendiri', 'harus', 'sepengetahuan', 'otoritas', 'kampus']"
['-1'],"['bicara', 'remeh', 'temeh', 'surat', 'pemberitahuan', 'kalajengking', 'beliau', 'tau', 'oposisi', 'surat', 'pemberitahuan', 'nyinyir', 'stres', 'strok', 'dosen', 'laku', 'bacot', 'gede', 'hasil', 'karya', 'anak', 'asuh', 'mayor', 'dungu']"
